CustomerKey,Gender,Occupation,GeographyKey,YearlyIncome,CustomerName
11585,F,Skilled Manual,231,40000,Kari L Perez
11586,M,Skilled Manual,278,40000,Alberto Romero
11587,M,Clerical,184,30000,Kevin Bryant
11588,F,Clerical,223,30000,Candace Mehta
11589,F,Skilled Manual,257,40000,Ebony Malhotra
11590,F,Clerical,221,30000,Erika F Diaz
11591,F,Clerical,209,30000,Stacey W Lu
11592,M,Manual,198,20000,Darrell T Raji
11593,M,Manual,183,20000,Armando Moreno
11594,M,Manual,213,20000,Corey Goel
11595,M,Manual,117,20000,Sebastian Howard
11596,M,Skilled Manual,267,40000,Roger E Raje
11597,F,Clerical,225,30000,Janelle C Chandra
11598,F,Clerical,174,30000,Meredith B Ruiz
11599,F,Manual,211,20000,Melody Diaz
11600,F,Clerical,218,30000,Linda D Rubio
11601,M,Clerical,209,30000,Ivan S Raman
11602,M,Clerical,135,30000,Larry Gill
11603,M,Clerical,244,30000,Geoffrey Gonzalez
11604,M,Clerical,275,30000,Edgar Sanchez
11605,F,Manual,176,20000,Heidi L Subram
11606,F,Manual,212,10000,Melody Ramos
11607,M,Manual,202,20000,Clinton H Moreno
11608,M,Manual,217,20000,Cesar E Madan
11609,M,Clerical,277,30000,Eugene E Ye
11610,M,Clerical,269,30000,Blake Collins
11611,M,Manual,183,20000,Ernest Lin
11612,M,Manual,230,20000,Keith Andersen
11613,F,Clerical,158,30000,Meredith M Prasad
11614,F,Clerical,172,30000,Katrina M Sharma
11615,M,Skilled Manual,242,40000,Dwayne H Navarro
11616,F,Skilled Manual,260,40000,Casey Nath
11617,M,Skilled Manual,326,60000,Sean Brooks
11618,M,Skilled Manual,49,60000,Brian M Ramirez
11619,F,Skilled Manual,69,50000,Sierra J Young
11620,F,Skilled Manual,609,50000,Megan M Rodriguez
11621,F,Skilled Manual,611,50000,Leah R She
11622,M,Skilled Manual,623,50000,Gabriel Allen
11623,F,Skilled Manual,322,50000,Angela Perry
11624,M,Skilled Manual,339,50000,Ryan C Smith
11625,M,Skilled Manual,352,50000,Zachary S Moore
11626,F,Skilled Manual,360,50000,Destiny Rogers
11627,M,Skilled Manual,372,60000,Dalton Gray
11628,F,Skilled Manual,298,40000,Mariah M Wood
11629,M,Skilled Manual,345,40000,Isaiah D Wright
11630,F,Skilled Manual,637,60000,Haley Powell
11631,M,Skilled Manual,52,60000,Antonio C Bennett
11632,F,Skilled Manual,51,60000,Alexandra D Jenkins
11633,M,Skilled Manual,612,40000,Thomas Anderson
11634,M,Skilled Manual,633,60000,Samuel Collins
11635,M,Skilled Manual,300,60000,Darrell Chande
11636,F,Professional,314,60000,Kimberly K Cox
11637,F,Professional,338,70000,Morgan Hernandez
11638,M,Professional,339,70000,Antonio E Powell
11639,F,Professional,339,70000,Angelica Perry
11640,F,Skilled Manual,51,50000,Chloe A Wilson
11641,M,Skilled Manual,49,50000,James D Chen
11642,F,Skilled Manual,59,50000,Morgan T Hughes
11643,F,Skilled Manual,612,50000,Naomi L Munoz
11644,M,Skilled Manual,634,40000,Charles S Torres
11645,F,Skilled Manual,548,40000,Gabriella M Turner
11646,F,Skilled Manual,612,40000,Anna A Foster
11647,M,Skilled Manual,49,40000,Randy J Wu
11648,M,Professional,307,60000,Kevin R Scott
11649,M,Professional,345,60000,Ian M White
11650,M,Professional,325,60000,Caleb Hayes
11651,F,Professional,49,60000,Patricia Garcia
11652,M,Professional,68,60000,Samuel V Russell
11653,F,Professional,543,60000,Sydney Peterson
11654,F,Professional,298,60000,Ariana C Sanchez
11655,F,Professional,311,70000,Tamara Sharma
11656,F,Professional,329,70000,Katelyn K Perez
11657,F,Professional,347,70000,Megan A Cox
11658,M,Professional,348,60000,Robert Mitchell
11659,M,Professional,66,60000,Miguel Adams
11660,F,Professional,60,60000,Miranda Gonzales
11661,M,Professional,49,60000,Jeremiah S James
11662,M,Professional,545,60000,Ethan Kumar
11663,M,Professional,644,70000,Seth A Williams
11664,F,Professional,302,70000,Alyssa L Morgan
11665,F,Professional,307,70000,Janet Dominguez
11666,M,Professional,374,80000,Angel Baker
11667,M,Skilled Manual,644,70000,Blake S Moore
11668,F,Skilled Manual,300,70000,Jada C Collins
11669,F,Skilled Manual,642,70000,Isabella Simmons
11670,F,Skilled Manual,326,70000,Jacqueline Perry
11671,F,Skilled Manual,316,60000,Jessica L Brown
11672,M,Skilled Manual,300,60000,Chad C Jai
11673,F,Skilled Manual,612,60000,Susan C Ye
11674,F,Professional,385,60000,Morgan B Rogers
11675,M,Professional,616,70000,Devin J Martinez
11676,M,Professional,475,80000,Alan Hu
11677,M,Professional,50,60000,Charles Walker
11678,M,Professional,654,70000,Johnny A Chavez
11679,M,Professional,633,70000,Dalton W Richardson
11680,F,Professional,634,70000,Kaylee E Nelson
11681,F,Professional,641,70000,Abigail E Jones
11682,F,Professional,642,70000,Kaitlyn Hall
11683,M,Professional,316,80000,Greg M Taylor
11684,M,Professional,634,40000,Devin Parker
11685,M,Professional,545,40000,Jose A Griffin
11686,M,Professional,325,40000,Luke C Edwards
11687,M,Professional,331,40000,Cody Torres
11688,F,Skilled Manual,638,80000,Victoria A Morris
11689,M,Skilled Manual,614,80000,Ian D Diaz
11690,F,Professional,632,60000,Caroline Butler
11691,F,Professional,329,40000,Kaitlyn Wilson
11692,M,Professional,301,40000,Caleb A Gonzales
11693,F,Skilled Manual,50,50000,Hailey W Diaz
11694,M,Skilled Manual,310,50000,Jonathon L Ortega
11695,M,Skilled Manual,300,50000,Logan Campbell
11696,F,Skilled Manual,642,50000,Mackenzie T Campbell
11697,M,Skilled Manual,348,50000,Eduardo Lee
11698,M,Skilled Manual,53,50000,Jackson Wright
11699,M,Skilled Manual,644,60000,Chase Peterson
11700,M,Professional,385,60000,Xavier Richardson
11701,M,Professional,347,60000,David Hayes
11702,F,Professional,302,60000,Jenny S Zhou
11703,F,Professional,331,60000,Kaylee Baker
11704,M,Professional,368,60000,Evan G Hernandez
11705,F,Professional,385,60000,Brooke Richardson
11706,M,Professional,302,60000,Blake M Perez
11707,F,Professional,385,60000,Natalie Cook
11708,F,Professional,336,60000,Elizabeth Weisman
11709,F,Professional,69,60000,Hailey Collins
11710,F,Skilled Manual,331,40000,Zoe R Ramirez
11711,M,Professional,54,70000,Daniel Davis
11712,F,Skilled Manual,50,70000,Shelby Rogers
11713,M,Skilled Manual,623,70000,Kyle C Zhang
11714,F,Skilled Manual,359,70000,Alexandria E Long
11715,F,Skilled Manual,361,70000,Chloe F Robinson
11716,M,Skilled Manual,314,40000,Evan Kelly
11717,M,Skilled Manual,539,60000,Marcus J Jones
11718,F,Skilled Manual,546,60000,Sarah T Jones
11719,M,Skilled Manual,49,40000,Blake P Green
11720,F,Skilled Manual,359,40000,Morgan P Morris
11721,F,Skilled Manual,336,40000,Jennifer A Alexander
11722,M,Skilled Manual,609,60000,Julian S Hughes
11723,M,Skilled Manual,64,70000,Luke A Coleman
11724,M,Skilled Manual,65,70000,Jason Carter
11725,M,Skilled Manual,612,70000,Jose K Li
11726,M,Skilled Manual,612,70000,Micah R Liang
11727,M,Professional,343,60000,Benjamin Taylor
11728,M,Skilled Manual,553,60000,Logan H White
11729,M,Skilled Manual,623,60000,Caleb Campbell
11730,F,Skilled Manual,634,60000,Emma Torres
11731,F,Skilled Manual,302,60000,Tanya H Gill
11732,M,Skilled Manual,525,60000,Erick Sanchez
11733,F,Skilled Manual,311,60000,Kristi J Schmidt
11734,M,Skilled Manual,312,60000,Omar J Chen
11735,F,Skilled Manual,626,60000,Sydney K Gray
11736,M,Skilled Manual,322,60000,Sebastian Sanchez
11737,F,Professional,355,60000,Megan A Martin
11738,M,Professional,59,60000,Elijah Alexander
11739,M,Professional,65,70000,Aaron L King
11740,F,Professional,68,70000,Jan M Hall
11741,F,Professional,307,80000,Tamara L Chander
11742,M,Professional,355,60000,Edward Lewis
11743,M,Professional,372,60000,Chase E Kelly
11744,F,Professional,372,60000,Stephanie D Campbell
11745,F,Professional,644,60000,Allison Gonzalez
11746,M,Professional,642,60000,Seth Brooks
11747,F,Professional,614,70000,Destiny Davis
11748,M,Professional,69,70000,Blake Hill
11749,M,Management,2,80000,Eduardo C Jackson
11750,F,Professional,10,60000,Latoya A She
11751,F,Management,36,80000,Victoria Gonzales
11752,F,Management,4,80000,Lauren Bryant
11753,F,Management,2,80000,Felicia J Ortega
11754,F,Professional,7,90000,Janet L Ortega
11755,M,Professional,25,60000,Willie J Pal
11756,F,Professional,17,60000,Linda C Ortega
11757,M,Professional,33,70000,Vincent L Cai
11758,M,Professional,3,70000,Colin Yuan
11759,F,Management,28,110000,Dawn L Nath
11760,F,Professional,29,70000,Melody R Moreno
11761,M,Professional,31,70000,Edgar Mehta
11762,M,Professional,19,70000,Randall R Gomez
11763,M,Management,16,80000,Ross R Fernandez
11764,F,Management,10,80000,Jessie R Ramos
11765,M,Professional,11,80000,Marc Torres
11766,F,Professional,38,90000,Candace M Raman
11767,F,Professional,24,90000,Meagan Madan
11768,M,Professional,30,90000,Clayton Nara
11769,F,Skilled Manual,55,50000,Haley L Hernandez
11770,M,Skilled Manual,607,50000,Peter T Nara
11771,M,Skilled Manual,627,50000,Isaac D Rivera
11772,M,Skilled Manual,642,50000,Cameron M Moore
11773,M,Skilled Manual,316,50000,Gavin E Diaz
11774,F,Skilled Manual,343,50000,Emma Sanchez
11775,F,Skilled Manual,352,50000,Sierra Roberts
11776,M,Skilled Manual,368,50000,Seth A Mitchell
11777,F,Skilled Manual,302,40000,Miranda Long
11778,F,Skilled Manual,638,60000,Haley A Henderson
11779,F,Skilled Manual,553,60000,Sarah P Jackson
11780,F,Skilled Manual,614,60000,Jessica K Alexander
11781,M,Skilled Manual,314,60000,Carlos Gray
11782,F,Skilled Manual,301,60000,Barbara K Jai
11783,F,Skilled Manual,359,60000,Sara A Mitchell
11784,M,Skilled Manual,53,40000,Jose Turner
11785,M,Skilled Manual,607,40000,Theodore D Diaz
11786,M,Skilled Manual,634,60000,Ian G Murphy
11787,M,Skilled Manual,301,60000,Jerry Nath
11788,F,Professional,338,70000,Destiny A James
11789,F,Skilled Manual,343,50000,Bailey Phillips
11790,M,Skilled Manual,307,50000,Timothy C Gonzalez
11791,M,Professional,641,60000,Chase D Morgan
11792,F,Skilled Manual,310,40000,Alexia J Perry
11793,M,Skilled Manual,301,40000,Xavier G Rogers
11794,F,Skilled Manual,334,40000,Lauren Ross
11795,F,Skilled Manual,315,40000,Nicole Thomas
11796,F,Skilled Manual,315,40000,Isabel C Jenkins
11797,M,Skilled Manual,348,40000,Devin R Coleman
11798,M,Skilled Manual,611,40000,Brendan Q Chande
11799,M,Skilled Manual,612,40000,Jessie B Wang
11800,F,Professional,536,60000,Jennifer M Baker
11801,M,Professional,536,60000,Aaron J Sharma
11802,F,Professional,59,60000,Madison A Taylor
11803,F,Professional,631,60000,Jan L Hernandez
11804,F,Professional,634,60000,Haley M Turner
11805,M,Professional,300,70000,Richard M Green
11806,F,Professional,302,70000,Jennifer S Stewart
11807,M,Professional,343,70000,Lucas Baker
11808,M,Professional,54,60000,James Parker
11809,M,Skilled Manual,300,60000,Juan Gray
11810,M,Professional,611,40000,Antonio K Washington
11811,F,Professional,310,40000,Abigail C Brooks
11812,M,Professional,644,40000,Andrew N Rodriguez
11813,F,Professional,552,40000,Mary Patterson
11814,M,Professional,542,60000,Dalton L Morgan
11815,F,Professional,642,70000,Hannah J Patterson
11816,M,Professional,300,70000,Joe A Torres
11817,F,Professional,310,70000,Morgan C Miller
11818,M,Professional,312,70000,Daniel C Garcia
11819,M,Skilled Manual,616,70000,Jose Lal
11820,F,Professional,69,60000,Katelyn Lopez
11821,M,Professional,300,60000,Austin Johnson
11822,F,Professional,336,60000,Rohinton H Wadia
11823,F,Professional,53,70000,Morgan Turner
11824,F,Professional,55,70000,Jill C Martin
11825,F,Professional,298,70000,Aimee She
11826,F,Professional,300,70000,Jessie J Alonso
11827,F,Professional,55,60000,Sara M Baker
11828,F,Professional,545,70000,Katherine Martinez
11829,F,Professional,637,70000,Sophia Campbell
11830,F,Professional,336,80000,Taylor N Garcia
11831,M,Professional,358,80000,Christian Ross
11832,F,Professional,644,40000,Zoe Murphy
11833,M,Skilled Manual,59,80000,Oscar G Price
11834,M,Skilled Manual,339,80000,Fernando M Flores
11835,M,Skilled Manual,53,80000,Elijah M Russell
11836,M,Skilled Manual,616,80000,Garrett Travers
11837,F,Skilled Manual,360,80000,Haley Alexander
11838,M,Skilled Manual,536,80000,Justin J Rodriguez
11839,M,Professional,369,60000,Tyler Brown
11840,M,Professional,336,60000,Julian D Patterson
11841,M,Professional,52,40000,Sean Nelson
11842,M,Skilled Manual,631,50000,Justin Wilson
11843,F,Skilled Manual,536,50000,Christy Nara
11844,F,Skilled Manual,307,50000,Michele J Alvarez
11845,F,Skilled Manual,63,30000,Natalie A Jones
11846,F,Skilled Manual,337,50000,Savannah A Reed
11847,F,Skilled Manual,547,50000,Cassidy Diaz
11848,M,Skilled Manual,648,50000,Joshua C Lewis
11849,F,Skilled Manual,331,50000,Faith C Reed
11850,F,Skilled Manual,347,50000,Brooke C Ramirez
11851,F,Professional,311,60000,Jada Mitchell
11852,M,Professional,334,60000,Kyle M Russell
11853,F,Professional,311,60000,Grace Jones
11854,M,Professional,383,60000,Jason K Mitchell
11855,M,Professional,302,60000,Christian Walker
11856,M,Professional,539,60000,Seth M Hernandez
11857,F,Professional,614,60000,Isabella Young
11858,M,Skilled Manual,361,40000,Jordan A Coleman
11859,M,Skilled Manual,631,70000,Blake J Garcia
11860,F,Skilled Manual,343,70000,Nicole Walker
11861,F,Skilled Manual,71,70000,Katherine Carter
11862,F,Skilled Manual,616,40000,Olivia Peterson
11863,F,Skilled Manual,638,60000,Jessica Wood
11864,F,Skilled Manual,642,60000,Elizabeth W Thompson
11865,F,Skilled Manual,343,60000,Chloe R Rivera
11866,M,Skilled Manual,325,60000,Lucas L Scott
11867,M,Skilled Manual,343,40000,Nathaniel C James
11868,F,Skilled Manual,68,70000,Jessica M Peterson
11869,F,Skilled Manual,71,70000,Kaitlyn A Adams
11870,F,Skilled Manual,612,70000,Jillian Garcia
11871,M,Skilled Manual,626,70000,Dalton L Bennett
11872,F,Professional,325,60000,Faith L Patterson
11873,M,Professional,372,60000,Ryan Zhang
11874,M,Professional,385,60000,Adrian Bell
11875,M,Skilled Manual,51,60000,Jonathan Brown
11876,F,Skilled Manual,348,60000,Madison L White
11877,F,Skilled Manual,345,60000,Alexis Diaz
11878,F,Skilled Manual,607,60000,Christine Nara
11879,M,Skilled Manual,536,60000,Edgar Sai
11880,F,Skilled Manual,548,60000,Melissa Sanchez
11881,M,Professional,326,60000,Richard T Mitchell
11882,M,Professional,637,60000,Patrick L Stewart
11883,F,Professional,612,70000,Hannah C Anderson
11884,F,Professional,607,80000,Latoya S Shen
11885,M,Professional,302,80000,Kurt Sharma
11886,F,Professional,369,60000,Katelyn Parker
11887,M,Professional,312,60000,Joseph White
11888,M,Professional,49,60000,Aaron N Ross
11889,M,Professional,633,60000,Blake Patterson
11890,F,Professional,299,70000,Whitney Lopez
11891,F,Professional,300,70000,Jamie E Liang
11892,M,Management,14,90000,Julio M Ortega
11893,M,Management,18,90000,Orlando J Carlson
11894,F,Management,25,100000,Ann Gonzalez
11895,M,Management,23,100000,Dustin Chander
11896,M,Management,16,100000,Frank Carlson
11897,M,Professional,38,60000,Orlando I Ashe
11898,F,Management,20,80000,Angela T Henderson
11899,F,Management,36,80000,Brenda Perez
11900,M,Professional,10,90000,Byron Carlson
11901,F,Professional,3,60000,Stacy Alvarez
11902,M,Professional,7,70000,Drew Pal
11903,F,Management,21,110000,Kate L Raji
11904,F,Management,34,110000,Kaylee Cook
11905,M,Management,31,110000,Isaiah Ramirez
11906,F,Management,20,80000,Gabriella Sanders
11907,F,Management,19,80000,Sarah Garcia
11908,M,Management,38,80000,Rafael A Tang
11909,F,Management,26,80000,Nichole M She
11910,F,Management,4,80000,Jaclyn F Zheng
11911,F,Management,34,80000,Rachael D Kapoor
11912,F,Professional,27,60000,Rachael Sai
11913,F,Professional,37,60000,Rebecca A. Robinson
11914,F,Professional,13,70000,Meagan M Rana
11915,M,Professional,13,70000,Philip P Carlson
11916,M,Professional,40,70000,Joe D Rana
11917,M,Professional,3,70000,Roy R Sanz
11918,F,Professional,2,60000,Kaylee L Hill
11919,M,Professional,26,60000,Warren Andersen
11920,F,Professional,20,60000,Adrienne Gomez
11921,M,Professional,33,60000,Gilbert Zhu
11922,M,Skilled Manual,69,90000,James Davis
11923,F,Skilled Manual,343,60000,Sarah Bryant
11924,M,Skilled Manual,347,60000,Ian C Long
11925,F,Skilled Manual,609,40000,Ashlee Jai
11926,M,Skilled Manual,546,40000,Eduardo Foster
11927,F,Skilled Manual,638,40000,Nicole D Murphy
11928,F,Skilled Manual,316,60000,Isabella M Morris
11929,F,Clerical,17,30000,Virginia Gonzalez
11930,F,Skilled Manual,12,20000,Jaclyn M Nara
11931,M,Skilled Manual,352,70000,Marcus M Adams
11932,F,Skilled Manual,369,70000,Elizabeth Coleman
11933,M,Clerical,609,40000,Mathew Rubio
11934,M,Clerical,612,40000,Justin L Shan
11935,F,Skilled Manual,543,30000,Jessica Taylor
11936,M,Skilled Manual,634,30000,Hunter S Clark
11937,M,Skilled Manual,548,30000,Devin Perez
11938,M,Skilled Manual,314,60000,Seth D Alexander
11939,M,Skilled Manual,329,60000,Kevin C Washington
11940,M,Management,385,100000,Tyler E Miller
11941,M,Skilled Manual,553,60000,Adam L Roberts
11942,M,Clerical,10,20000,George L Gonzalez
11943,F,Clerical,40,20000,Dawn E Huang
11944,F,Clerical,15,30000,Rachael M Rodriguez
11945,M,Skilled Manual,311,20000,Dennis Huang
11946,F,Skilled Manual,18,30000,Brandy Saunders
11947,F,Skilled Manual,14,30000,Jenny R Zheng
11948,F,Skilled Manual,17,30000,Tasha E Xu
11949,F,Skilled Manual,374,70000,Julia W Brooks
11950,F,Skilled Manual,312,70000,Jordan Carter
11951,F,Skilled Manual,35,40000,Lacey J Huang
11952,M,Skilled Manual,34,80000,Dorothy B. Robinson
11953,F,Skilled Manual,545,40000,Courtney D Wright
11954,M,Skilled Manual,325,60000,Joseph M Garcia
11955,M,Skilled Manual,325,60000,Gabriel L Green
11956,F,Skilled Manual,300,40000,Alexandria Sandberg
11957,F,Skilled Manual,634,60000,Courtney Hernandez
11958,M,Professional,611,70000,Dylan D Lal
11959,F,Professional,335,70000,Elizabeth K Davis
11960,F,Professional,634,70000,Ana Griffin
11961,F,Professional,299,70000,Anne A Alvarez
11962,F,Professional,298,60000,Alexandra Roberts
11963,M,Skilled Manual,2,80000,Antonio G Patterson
11964,M,Skilled Manual,22,70000,Sharon Salavaria
11965,F,Skilled Manual,8,70000,Katie B She
11966,M,Skilled Manual,32,70000,Rafael Black
11967,F,Professional,25,80000,Latasha Munoz
11968,F,Management,9,130000,Kelsey G Becker
11969,M,Management,30,130000,Randy S Xu
11970,F,Management,552,80000,Bailey Collins
11971,F,Management,322,80000,Amanda P Adams
11972,F,Professional,614,60000,Katherine K Williams
11973,F,Professional,635,60000,Caroline Barnes
11974,M,Professional,299,60000,Randy W Sun
11975,F,Professional,307,60000,Destiny B Garcia
11976,F,Management,12,120000,Audrey Ramos
11977,F,Management,10,130000,Bonnie Jai
11978,M,Management,322,130000,Jackson Washington
11979,M,Skilled Manual,69,80000,Christopher Johnson
11980,F,Professional,369,60000,Kimberly Richardson
11981,F,Professional,616,60000,Alexandria Howard
